Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-12	Viitasaari	Pohjois-Häme (PH)	Suomi	63.16755	25.64137		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-11 [10:36-14:42]	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.024016	24.467051	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-11 [9:05-15:05]	Turku	Varsinais-Suomi (V)	Suomi	60.505216	22.248421	Sure	NEUTRAL	Notebook, general observations
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-10	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.193981	25.137856	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-10 [10:38-11:31]	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.199344	25.139708	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-10	Kirkkonummi	Uusimaa (U)	Suomi	60.2776	24.45367		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-09	Vaasa	Etelä-Pohjanmaa (EP)	Suomi	63.05838	21.696365	Sure	NEUTRAL	Notebook, general observations
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-08	Porvoo	Uusimaa (U)	Suomi	60.34784	25.87864		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-07	Lapinlahti	Pohjois-Savo (PS)	Suomi	63.26497	27.74853		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-06	Heinola	Etelä-Häme (EH)	Suomi	61.29042	26.4244		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-05	Parainen	Varsinais-Suomi (V)	Suomi	60.27096	22.34213		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-09-04	Espoo	Uusimaa (U)	Suomi	60.251047	24.605245	Sure	NEUTRAL	The Atlas of Finnish Fungi
