Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-10-02	Pori	Satakunta (St)	Suomi	61.552847	21.646399	Sure	NEUTRAL	Notebook, general observations
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-29	Raasepori	Uusimaa (U), Varsinais-Suomi (V)	Suomi	60.006156	23.492708	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-26 [14:14-14:24]	Salo	Varsinais-Suomi (V)	Suomi	60.252809	22.967889	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-26	Mäntsälä	Uusimaa (U)	Suomi	60.76665	25.48175		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-26	Tohmajärvi	Pohjois-Karjala (PK)	Suomi	62.256344	30.479432	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-25	Vantaa	Uusimaa (U)	Suomi	60.2749	24.89972		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-25	Helsinki	Uusimaa (U)	Suomi	60.23948	25.14238		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-23 - 2025-09-24	Kauniainen	Uusimaa (U)	Suomi	60.212966	24.682636	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-21	Espoo	Uusimaa (U)	Suomi	60.31801	24.6804		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-20	Espoo, Kirkkonummi, Nurmijärvi, Vihti	Uusimaa (U), Varsinais-Suomi (V)	Suomi	60.3	24.5		NEUTRAL	iNaturalist Suomi Finland
