Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-06-06	Ilmajoki, Kurikka, Laihia, Teuva	Etelä-Pohjanmaa (EP)	Suomi	62.7	22.1		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-06-06	Kuusamo	Koillismaa (Ks)	Suomi	66.32334	29.38983		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-06-01	Heinävesi	Pohjois-Savo (PS)	Suomi	62.49814	28.53401		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-31	Rautjärvi	Etelä-Savo (ES)	Suomi	61.23539	29.11499		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-31	Puumala	Etelä-Savo (ES)	Suomi	61.57277	28.14214		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-31	Ylöjärvi	Etelä-Häme (EH)	Suomi	61.90583	23.47768		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-30	Mikkeli	Etelä-Savo (ES)	Suomi	61.51413	27.41284		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-30	Juva, Mikkeli	Etelä-Savo (ES)	Suomi	61.7	27.5		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-30	Jyväskylä	Etelä-Häme (EH)	Suomi	62.10388	25.77664		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-30 [10:52-19:22]	Kaarina	Varsinais-Suomi (V)	Suomi	60.429531	22.365688	Sure	NEUTRAL	The Atlas of Finnish Fungi
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-30	Liperi	Pohjois-Karjala (PK)	Suomi	62.63636	29.26573		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-30	Iitti	Etelä-Häme (EH)	Suomi	60.90962	26.23424		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-30	Sotkamo	Kainuu (Kn)	Suomi	64.06394	27.93467		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-28	Sotkamo	Kainuu (Kn)	Suomi	64.06442	28.23518		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-28	Kaavi, Outokumpu, Polvijärvi	Pohjois-Karjala (PK)	Suomi	62.9	28.9		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-27	Karstula	Pohjois-Häme (PH)	Suomi	62.89386	25.12804		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-26	Naantali	Varsinais-Suomi (V)	Suomi	60.46475	21.70818		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-26	Saarijärvi	Pohjois-Häme (PH)	Suomi	62.8423	25.46373		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	6	2025-05-26	Pelkosenniemi, Sodankylä	Sompion Lappi (SoL)	Suomi	67.363226	27.112354		NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-25 - 2025-05-29	Lappeenranta	Etelä-Savo (ES)	Suomi	60.933375	27.99251	Sure	NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-25	Järvenpää	Uusimaa (U)	Suomi	60.48457	25.12422		NEUTRAL	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-24	Hollola	Etelä-Häme (EH)	Suomi	60.98858	25.50496		NEUTRAL	iNaturalist Suomi Finland
